,parent_asin,date_first_available,title,description,filename,main_category,categories,store,average_rating,rating_number,price,features,details,embeddings,image,__index_level_0__,local_image,download_ok
62303,B00E9JK39G,2023-01-18,T Power 12.6v Charger for Fiilpow PR800 PR-800 Hitwby Vinyl Pool Vacuum Automatic Robotic Pool Cleaner Weihai Hitai HT-A56-12610WB HT-A56 Ac Dc Adapter Class 2 Power Supply,"T-Power Made with Brand-new Battery Charger - Input Voltage Range: AC 100V - 240V - ( DC - 12.6V Compatible ) ⚠️ ( Please Note ! that the "" Pool Vacuum Cleaner "" available in a number of different New and Old Models , Please Make sure Your Model or PN : Match this Listing , Thank you. ✅ Compatible :  FIILPOW PR800 PR-800 Rechargeable Pool Vacuum Cleaner  Hitwby Vinyl Pool Vacuum Automatic Robotic Pool Cleaner  Weihai Hitai HT-A56 , HT-A56-12610WB WeihaiHitai, HT-A5612610WB HTA5612610WB",meta_Electronics,All Electronics,"['Electronics' 'Computers & Accessories' 'Laptop Accessories'
 'Chargers & Adapters']",T POWER,5.0,1.0,29.99,"['T-Power Made with Brand-new Battery Charger - Input Voltage Range: AC 100V - 240V - ( DC - 12.6V Compatible )'
 '⚠️ ( Please Note ! that the "" Pool Vacuum Cleaner "" available in a number of different New and Old Models , Please Make sure Your Model or PN : Match this Listing , Thank you.'
 '✅ Compatible : FIILPOW PR800 PR-800 Rechargeable Pool Vacuum Cleaner'
 'Hitwby Vinyl Pool Vacuum Automatic Robotic Pool Cleaner'
 'Weihai Hitai HT-A56 , HT-A56-12610WB WeihaiHitai, HT-A5612610WB HTA5612610WB']","{'Product Dimensions': '2 x 1 x 1 inches', 'Best Sellers Rank': {'Electronics': 282726, 'Laptop Chargers & Adapters': 6927}, 'Date First Available': 'January 18, 2023', 'Manufacturer': 'T-Power manufactured with hitwby vinyl fiilpow against IV -SC CE , FCC , RoHS certified'}","[ 0.00249901 -0.03707697  0.00713227 ... -0.00794041 -0.00522853
  0.01814797]",https://m.media-amazon.com/images/I/61H8t-W2EdL._AC_SL1200_.jpg,161401,./images/0062303.jpg,True
58195,B09R1DHR7N,2023-05-30,"PlayBetter Garmin epix Pro (Gen 2) Sapphire (Carbon Gray DLC/Black) GPS Outdoor Watch | 47mm with AMOLED Display & Built-in Flashlight | Gift Box Bundle Screen Protectors, Wall Adapter & Case","All day, every day the epix Pro Garmin GPS watch helps you conquer every hour. Designed for smaller wrists, this ultimate high-performance wellness monitor watch features a stunning AMOLED display. Go longer between charges with up to weeks of battery life in smartwatch mode. Rise to any challenge with advanced GPS smart watch training features; hill score measures your climbing performance over time, and real-time stamina updates gauge your stamina potential. The bright LED flashlight of this Garmin watch for men and women provides convenient illumination when you need it. Prioritize your mental and physical wellness with 24/7 health monitoring features such as advanced sleep tracking, and more. Download TopoActive maps from around the world to keep your explorations on track through these Garmin smart watches for men . Navigate on the slopes with 2,000 preloaded ski resort maps worldwide. Gain superior positioning accuracy in any environment while optimizing battery life, thanks to multi-band and multi GNSS with SatIQ technology of this Garmin smartwatch for men and women.",meta_Electronics,All Electronics,"['Electronics' 'GPS, Finders & Accessories' 'Sports & Handheld GPS'
 'Handheld GPS Units']",PlayBetter,4.5,51.0,1019.99,"['[EXPERIENCE POWERFUL PERFORMANCE] - The epix Pro (Gen 2) fitness watch features a stunning always-on AMOLED display with a steel bezel. Enjoy ultimate high performance in different size options, 42mm, 47mm, or 51mm.'
 '[TRAIN SAFELY, DAY OR NIGHT] - The built-in LED flashlight on this Garmin smart watch provides variable intensities and strobe modes, ensuring greater awareness during nighttime training. It also serves as a convenient illumination source whenever you need it.'
 '[MEASURE YOUR STRENGTH AND ENDURANCE] - The new hill score feature of this Garmin watch tracks your running strength and endurance during ascents, giving you valuable insights and gauging your progress over time.'
 ""[UNLEASH YOUR TRAINING POTENTIAL] - Utilize this rugged smart watch's wrist-based running power, strength training features, and advanced pacing modes to focus and gauge your output on race day.""
 '[GARMIN EPIX PRO (GEN 2) GIFT BOX BUNDLE] - Garmin epix Pro (Gen 2) Training GPS Smartwatch, PlayBetter HD Screen Protectors, Wall USB Adapter & Protective Case | Packed in PlayBetter Red Gift Box']","{'Product Dimensions': '1.85 x 1.85 x 0.57 inches', 'Batteries': '1 Lithium Ion batteries required. (included)', 'Date First Available': 'May 30, 2023', 'Manufacturer': 'PlayBetter', 'Brand': 'PlayBetter', 'Model Name': 'Garmin epix Pro (Gen 2)', 'Style': 'Modern', 'Color': 'Sapphire (Carbon Gray, 47mm)', 'Screen Size': '1.3 Inches', 'Special Feature': 'GPS', 'Shape': 'Rectangular', 'Target Audience': 'Unisex Adult', 'Age Range (Description)': 'Adult', 'Compatible Devices': 'Smartphone'}","[ 0.02140293  0.02374469 -0.01035478 ...  0.00221257  0.02057874
  0.00486341]",https://m.media-amazon.com/images/I/81cYO3UiI6L._AC_SL1500_.jpg,150258,./images/0058195.jpg,True
64352,B0C1NDJLH7,2023-04-06,"Wireless Keyboard Mouse Combo, LETTON Mini Cute Full Size Round Keycap 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop (Candy Blue)",Wireless Keyboard and Mouse Combo,meta_Electronics,All Electronics,"['Electronics' 'Computers & Accessories'
 'Computer Accessories & Peripherals' 'Keyboards, Mice & Accessories'
 'Keyboard & Mouse Combos']",LETTON,5.0,2.0,39.99,"['【Retro Style Set】Ergonomic, whisper-quiet keyboard with cute round keys and candy colors. Mouse included. Dimensions: 345 x 135 x 35 mm.'
 '【Candy Green Keyboard and Mouse】12 shortcut keys for media, email, and search. Works with Windows and Mac.'
 '【2.4GHz Wireless Connectivity】Connects up to 28 feet away with one Nano receiver for both mouse and keyboard.'
 '【Durability Battery Life】Both keyboard and mouse enter power-saving mode and run on one AAA battery each. Low battery indicator on keyboard.'
 '【Easy Setup】The keyboard and mouse connect to your device with a simple plug-and-play setup. No complicated installation required.'
 '【Versatile Compatibility】The keyboard and mouse are compatible with a range of operating systems, including Windows 7, Windows 8, Windows 10, Window XP, PC, and Mac.'
 '【Ergonomic Design】The keyboard is designed with an ergonomic tilt that promotes a comfortable typing position, reducing strain on your wrists and fingers. The mouse is also designed to fit comfortably in your hand, reducing hand fatigue.'
 '【Compact and Portable】The small size and lightweight design of both the keyboard and mouse make them easy to pack and take on the go. Perfect for working on the road or in small spaces.'
 '【Stylish Appearance】The retro-style design of this keyboard and mouse set adds a touch of vintage charm to any workspace. The candy green color scheme and cute round keys make it a stylish and eye-catching addition to your desk.'
 '【One-year Warranty】Free replacement for one year. Contact our after-service team.']","{'Package Dimensions': '16.1 x 8.94 x 1.93 inches', 'Item Weight': '1.96 pounds', 'Best Sellers Rank': {'Computer Keyboard & Mouse Combos': 2635}, 'Date First Available': 'April 6, 2023', 'Manufacturer': 'LETTON', 'Country of Origin': 'Switzerland', 'Brand': 'LETTON', 'Color': 'Blue', 'Connectivity Technology': 'Radio Frequency', 'Special Feature': 'Portable, Ergonomic', 'Compatible Devices': 'Laptop, Personal Computer'}","[ 0.02053637 -0.00263932 -0.04248608 ...  0.00527328  0.00350392
  0.0059639 ]",https://m.media-amazon.com/images/I/61S-DT2TP1L._AC_SL1500_.jpg,166544,./images/0064352.jpg,True
52544,B0BZRV417M,2023-03-28,Tingkengse Switch Controller for Nintendo Switch/OLED，One-Piece Joypad Switch Pro Controller for Handheld Mode， Ergonomic Design With 6-Axis Gyro Dual Motor Vibration Red&Blue,Tingkengse,meta_Video_Games,All Electronics,['Video Games' 'Nintendo Switch' 'Accessories' 'Controllers'],Tingkengse,4.2,106.0,32.88,"['【Automatic connection, plug and play' '🎮🎮🎮【Ergonomisches Design'
 '🎮🎮🎮 【Six-Achsen-Gyro-Funktion & Dual-Motoren】'
 '🎮🎮🎮【Reasonable controller layout】'
 '【Easy To Use &Suppor PD Fast Charging】']","{'Product Dimensions': '1.18 x 1.57 x 0.5 inches', 'Item Weight': '1.28 pounds', 'Best Sellers Rank': {'Video Games': 25433, 'Nintendo Switch Controllers': 946}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'March 28, 2023', 'Manufacturer': 'Tingkengse'}","[ 0.0406411  -0.00505065 -0.01694755 ...  0.0303334  -0.00170566
 -0.00829687]",https://m.media-amazon.com/images/I/71ZKhvqOD4L._AC_SL1500_.jpg,135025,./images/0052544.jpg,True
49592,B0BRL9MBGY,2023-01-03,"Apple Watch Series 6 (GPS + Cellular, 44MM) - Space Black Titanium Case with Black Sport Band (Renewed)","The Apple Watch Edition (Series 6) models use relatively lightweight and attractive titanium housings that are a bit more expensive than the stainless steel used by standard Apple Watch Series 6 models, but have the same ""Always On"" LTPO OLED displays (324x394 for the 40 mm size) and the same internals.",meta_Cell_Phones_and_Accessories,All Electronics,"['Cell Phones & Accessories' 'Accessories' 'Smartwatch Accessories'
 'Smartwatch Bands']",Amazon Renewed,4.5,14.0,249.99,"['All Apple Watch Series 6 models look nearly identical to the Apple Watch Series 5 that they replaced, but they have a faster architecture, and add an ""always-on"" altimeter and a Blood Oxygen sensor (SpO2). They also offer a variety of new finishes and watch band options.'
 'All cellular-equipped Apple Watch Series 6 models, including this one, are capable of being connected to the Internet without a ""tethered"" iPhone, but it still requires an iPhone 6s or later running iOS 14 or later for most functionality.'
 'All Apple Watch Series 6 devices are controlled with a Digital Crown with haptic feedback and a touch capable display and have an ""all ceramic and sapphire crystal back"" that connects to the charger, as well.'
 'Battery life is an Apple estimated ""up to 18 hours"" overall, but more specifically ""up to 1.5 hours"" of talk time connected to an iPhone (or LTE), ""up to 11 hours"" of audio playback from Apple Watch storage, ""up to 11 hours"" working out indoors and ""up to 7 hours"" working out outdoors with GPS.']","{'Product Dimensions': '0.42 x 1.5 x 1.73 inches', 'Item Weight': '1.58 ounces', 'Item model number': 'A2294', 'Batteries': '1 Lithium Ion batteries required. (included)', 'Best Sellers Rank': {'Amazon Renewed': 6550, 'Smartwatch Bands': 5030, 'Climate Pledge Friendly: Electronics': 5277}, 'Date First Available': 'January 3, 2023', 'Manufacturer': 'Apple'}","[-0.00025965  0.02508485  0.00926479 ...  0.01653022  0.01910862
  0.03550773]",https://m.media-amazon.com/images/I/51N2mQIijxL._AC_.jpg,127420,./images/0049592.jpg,True
62719,B0BWMX8NVM,2023-02-24,"Front Panel Header Adapter Kit for Dell Optiplex 390, 3010, 3020 (Combo 2)","DO NOT BUY THIS KIT IF YOU HAVE AN SFF OR SMALL FORM FACTOR BOARD - IT WILL NOT WORK This kit is designed for the mid tower (not SFF or small form factor) desktops. It allows you to connect standard PC case I/O headers to the Dell Optiplex 390, 3010, and 3020 MT/DT motherboards. These are often used to build budget and high end gaming PC’s using decommissioned office desktops and convert them to work with modern PC cases. These adapters will also get rid of that annoying front panel error on startup. Warning, connecting these adapters in the wrong orientation or with the wrong models could result in damage to your motherboard. Do not use these adapters with models other than the ones mentioned above.",meta_Electronics,All Electronics,"['Electronics' 'Computers & Accessories' 'Computer Components'
 'Internal Components' 'Motherboards']",ZVVN,4.4,5.0,16.99,[],"{'Package Dimensions': '8.31 x 5.79 x 1.69 inches', 'Item Weight': '0.88 ounces', 'Manufacturer': 'ZVVN', 'Country of Origin': 'China', 'Best Sellers Rank': {'Computer Motherboards': 1318}, 'Date First Available': 'February 24, 2023', 'Compatible Devices': 'PC', 'Brand': 'ZVVN', 'Number of Ports': '1', 'Item Package Quantity': '1'}","[ 0.00982861 -0.00550526  0.00216167 ...  0.01780347  0.01242883
  0.01070572]",https://m.media-amazon.com/images/I/61KmiMaVUTL._AC_SL1500_.jpg,162428,./images/0062719.jpg,True
65384,B0BWVG28GM,2023-02-25,DIY Refill kit for Canon pg-245 CL-246 PG-275 CL-276 275XL 276XL Ink Cartridge Pixma mx492 mx490 mg2420 mg2520 mg2522 Pixma TR4720 TS3520 TS3522,Diy Refill kit for Canon pg-245 CL-246 PG-275 CL-276 Ink Cartridge Pixma mx492 mx490 mg2420 mg2520 mg2522 Pixma TR4720 TS3520 TS3522,meta_Office_Products,All Electronics,"['Office Products' 'Office Electronics' 'Printers & Accessories'
 'Printer Parts & Accessories' 'Printer Ink & Toner'
 'Inkjet Ink Cartridges']",Generic,4.3,6.0,12.99,"['No longer will you have to spend a fortune each time you run out of ink. Nor will you have to throw away a costly and perfectly usable print head when just a single color is empty. Simply pop the top off the genuine cartridge, remove the ink sponge then insert the Pop Cart refill.'
 ""The Pop Cart insert contains twice the ink of a genuine cartridge and when it's empty, you simply replace it with another pop cart insert again and again. You save time, the environment and most importantly money""
 'Suitable for Canon Printer Models: PIXMA IP2820 PIXMA IP2850 PIXMA MG2420 PIXMA MG2450 PIXMA MG2520 PIXMA MG2550 PIXMA MG2920 PIXMA MG2922 PIXMA MG2924 PIXMA MG2950 PIXMA MX490 PIXMA MX492 Pixma TR4720 TS3520 TS3522'
 'PLEASE NOTE: To use this product you will require a working PG-245XL, CL-246XL, PG-275XL, CL-276XL Standard XL OEM, Remanufatured or Generic cartridge set. The pop cart refills are inserted into empty genuine cartridges. Once empty, you simply remove the pop cart and replace it with a new refill.']","{'Product Dimensions': '2 x 2 x 2 inches', 'Item model number': 'PG-245XL, CL-246XL, PG-275XL, CL-276XL', 'Best Sellers Rank': {'Office Products': 117946, 'Inkjet Printer Ink Cartridges': 4680}, 'Date First Available': 'February 25, 2023', 'Manufacturer': 'Inkpro', 'Country of Origin': 'USA', 'Model Name': 'PG-245XL, CL-246XL, PG-275XL, CL-276XL', 'Brand': 'Generic', 'Ink Color': 'Black Cyan Magenta Yellow', 'Compatible Devices': 'Printer', 'Special Feature': 'Refill Kit', 'Compatibility Options': 'OEM', 'Color': 'Black, Cyan Magenta Yellow'}","[-0.01202422  0.04991702 -0.03717612 ... -0.02107936 -0.017769
  0.03954229]",https://m.media-amazon.com/images/I/31ONQ6UiCEL._AC_.jpg,169299,./images/0065384.jpg,True
61219,B0CJ73YRZM,2023-07-10,"WiFi Extender Signal Booster Up to 4500sq.ft and 30 Devices, WiFi Range Extender, Wireless Internet Repeater, Long Range Amplifier with Ethernet Port","Specifications:
❶Product Size: 2.1 in x 2.1 in x 1.8 in ❷Frequency Range:2.4~2.4835GHz ❸Wireless Standard: IEEE 802.11 b/g/n ❹Wireless Security:WPA-PSK/WPA2-PSK  ❺Button :1 Reset Button, 1 WPS Button ❻Interface Available: 1*Ethernet port
Product Features:
☑Easily connect up to 45 devices ☑Wireless broadband access up to 300 Mbps. ☑Easily boost your router or neighbour's WiFi signal. ☑Easy installation instructions make installation quick and easy. ☑Supports repeater and AP modes, supports wireless and wired connectivity. ☑Universally compliant with IEEE 802.11n, IEEE 802.11g and IEEE 802.11b standards. ☑High penetrability through two walls, reliable data transmission for a large house. ☑The WiFi extender booster compact size and wall-mounted design facilitate flexible installation and movement, making it very suitable for home / travel / office use.
Package included:
1 x WiFi Booster 1 x Quick Installation Guide",meta_Electronics,All Electronics,['Electronics' 'Computers & Accessories' 'Networking Products' 'Repeaters'],Kalff,4.8,14751.0,25.86,"['【Coverage up to 4500 Sq.ft】 The WiFi range extender extend and boost your existing Wi-Fi to hard-to-reach areas, covers up to 4500 sq.ft. Penetrates floors, walls and extending your internet wireless network to every corner of the house, and beyond to the front porch, backyard and garage.'
 '【2 Modes Support 30 Devices】 Repeater Mode is for extending WiFi coverage of an existing wireless network. AP Mode is for covering a wired network to a wireless network, create a new WiFi access point to enhance your wired network with WiFi capability. The Ethernet port can connect to any wired Ethernet device such as smart TV, desktop etc. Compatible with mobile phone, tablet, laptop, wireless doorbell, camera, and other wireless devices. Meet your different needs.'
 '【High Speed WiFi Extender】The wifi extender booster uses the latest chips to allow wireless signals to reach 300Mbps in the 2.4GHz band. Maximizing your network quality and reduce the loss of data transmission, allowing you to enjoy fast and stable data transmission for video streaming, 4K videos, games at home.'
 '【Easy to Set-up】This WiFi range extender has WPS function, you can set it up by simply pressing the WPS button on the extender and router at the same time, which only takes 30 seconds! You can also use the web browser on your smartphone/tablet or PC for settings. It is easy to set up according to the user manual, without complicated steps and techniques.'
 '【Easy to Carry】 The size of wifi extender outdoor long range is 2.1 in x 2.1 in x 1.8 in (LxWxH),It is also very convenient for your business trip or company. Also the small size of internet booster for home can be fully integrated into your home, without worrying about the network repeater affecting your home style.It is really nice to choose a wifi extender for home !']","{'Package Dimensions': '3.82 x 2.72 x 2.72 inches', 'Item Weight': '2.89 ounces', 'Item model number': '300U', 'Best Sellers Rank': {'Repeaters': 10}, 'Date First Available': 'July 10, 2023', 'Manufacturer': 'Kalff', 'Brand': 'Kalff', 'Wireless Communication Standard': '802.11bgn', 'Data Transfer Rate': '300 Megabits Per Second', 'Connector Type': 'RJ45', 'Color': '300U-WT04'}","[-0.02729367 -0.02083471 -0.02478298 ... -0.02518793 -0.00873681
  0.01578295]",https://m.media-amazon.com/images/I/416PdQ8X1hL._AC_.jpg,158651,./images/0061219.jpg,True
62044,B0BVJJQWR4,2023-02-11,4Pcs Power Strip Holder Wall Mount fixator Strip Holder,Power Strip Holder Wall Mount,meta_Electronics,All Electronics,"['Electronics' 'Accessories & Supplies' 'Power Strips & Surge Protectors'
 'Power Strips']",NIUNEW,3.6,8.0,3.85,"['Wide compatibility: It can be used to fix power boards, bathrooms, offices, kitchens, living rooms and bedrooms to accommodate various power boards or surge protectors, WiFi routers, photo frames, tissue boxes, adapters, remote controls and other suitable items.'
 'Simple and fast installation: no need to punch for installation, self-adhesive acrylic transparent adhesive, no residue, strong bearing capacity, the longer the bonding time, the stronger the bonding force. This wall is not well hooked on the painted wall, which may damage the paint.'
 'Tool-free installation: equipped with strong double-sided adhesive, convenient and fast. There is no residue after pasting, and the bearing capacity can reach 3kg+. Note: After pasting, wait for 6 hours before use.'
 'Power board installation:farewell to chaos. This power bracket can help you better organize the placement of power boards.'
 'Packing list: 4 x power strip mounting bracket, reusable acrylic gel allows you to clean multiple times.']","{'Package Dimensions': '9.06 x 1.89 x 0.87 inches', 'Item Weight': '2.99 ounces', 'Best Sellers Rank': {'Electronics': 150289, 'Power Strips': 3264}, 'Date First Available': 'February 11, 2023', 'Manufacturer': 'NIUNEW', 'Country of Origin': 'China', 'Brand': 'NIUNEW', 'Color': 'White', 'Shape': 'Mount', 'Plug Format': 'Type B', 'Compatible Devices': 'Router'}","[ 0.00203343  0.00963438  0.00832131 ... -0.02730348 -0.00535127
 -0.01075465]",https://m.media-amazon.com/images/I/71gamekg4DL._AC_SL1500_.jpg,160732,./images/0062044.jpg,True
62494,B08BXNC8SH,2023-03-07,BAOFENG 2 Pin PTT Mic Covert Acoustic Tube Earpiece Headset for Kenwood PUXING UV-5R UV-5RA 888S 2 Way Radio(2 Pack),"Features: 1. Two wire walkie talkie earpiece, long enough for your need. Excellent for use in police military nightclubs bars paintball security restaurants, hotels, bouncer, warehouses, and noisy environments. 2. Sensitive PTT allows you easy and convenient calls; the mic built in can pick up your voice easily,you don't have to speak loudly. Great for smooth communications with your partners. 3. 2 pin acoustic tube earpiece, former pin diameter of 3.5 mm and 2.5 mm in diameter after pin; double pin from 8 mm within and 11 mm center distance of 2 pin. 4. The wire is strong and durable,has long service life and provides high quality sound transmission. Compatible Radios: BAOFENG: BF-888S, BF-88E, UV-5R, UV-5RA, UV-5RB, UV-5RC, UV-5RD, UV-5RE, UV-5REPlus, UV-5R+, UV-82, UV-5RO, A52, UV8, UV8D,UVB5,UVB6,BF-480/490/320/V6/V7/V8/658/520/530/999/888/777/666S/777S/388A/F8+/A5 Kenwood KPG: KPG27D, KPG29D,KPG48D, KPG49, KPG55D, KPG56D, KPG62D, KPG66D, KPG69D, KPG70D,KPG74D, KPG75D, KPG77D, KPG82D, KPG87D Kenwood TH: TH-D7, TH-D7A, TH-D7AG, TH-D7E, TH-F6, TH-F6A, TH-F7, TH-F7E, TH-G71, TH-G71A, TH-G71E, TH-K2, TH-K2A, TH-K2E, TH-K2ET, TH-21, TH-21AT, TH-21BT, TH-22, TH-22A, TH-22AT, TH-22E, TH-25, TH-26, TH-27, TH-28, TH31AT, TH31BT, TH41AT, TH41BT, TH-42, TH-42A, TH-42AT, TH-42E, TH-45, TH-46, TH-47, TH-48, TH-55, TH-75, TH-77, TH-G71, TH-205, TH-215, TH-225, TH-235, TH-235A, TH-235E, TH-315, TH-415 Kenwood TK: TK-208/308,TK-220/320,TK-240/340, TK-240D/340D,TK-248/348, TK-250/350/353, TK-260/360,TK-260G/360G,TK-270/370, TK-270G/370G,TK-272G/372G/373G, TK-278G/378G/388GPro-Talk,TK-430/431,TK-2100/3100Pro-Talk,TK-2102/3102Pro-Power,TK-2107/3107 Pro-Talk,TK2207,TK3207,TK-2160/3160 Package: 2 x Baofeng Covert Air Acoustic Headset",meta_Electronics,All Electronics,"['Electronics' 'Portable Audio & Video' 'CB & Two-Way Radios'
 'Accessories' 'Headsets & Microphones']",BAOFENG,4.3,249.0,12.99,"['The earpiece fits snugly in your ear easily which keeps your conversations private'
 'The earpiece fits snugly in your ear easily which keeps your conversations private'
 ""Clip this earpiece onto your shirt and begin using your radio device to communicate discretely and easily; Whether you're in police military; nightclubs bars; paintball; security restaurants and noisy environments""
 'Sensitive PTT allows you easy and convenient calls; the mic built in can pick up your voice easily'
 'Compatible with 2 Way Radio BaoFeng BF-888S BF-5R Series KENWOOD walkie talkies']","{'Product Dimensions': '7.32 x 4.72 x 0.95 inches', 'Item Weight': '2.82 ounces', 'Best Sellers Rank': {'Two-Way Radio Headsets & Microphones': 401}, 'Date First Available': 'March 7, 2023', 'Manufacturer': 'BAOFENG', 'Country of Origin': 'China', 'Number Of Items': '2', 'Brand': 'BAOFENG', 'Color': 'Black', 'Form Factor': 'In Ear', 'Connectivity Technology': 'Wired', 'Special Feature': 'Lightweight'}","[-0.00064438 -0.01359385  0.01673275 ... -0.00059194 -0.0005112
  0.03858432]",https://m.media-amazon.com/images/I/516lLrsuDDL._AC_SL1000_.jpg,161882,./images/0062494.jpg,True
67981,B0C6MHCT1W,2023-05-30,"2 Pack Cute Bunny Phone Stand, Angle Height Adjustable Phone Stand for Desk, Kawaii Phone Holder Desk Accessories, Easter Bunny Gifts Favor for Girl Women (Pink and White)","Features: The desktop phone holder stand adopts adorable bunny appearance, can be served as gifts for friend, family member, colleague and more. The phone stand holder can be applied at home, office and more, proper for mobile phone, tablet and other devices (not for large devices).  Specifications: Material: aluminum alloy rod, rubber pad and more Color: as shown Size: as shown in pictures  Package includes: 2 x Cute bunny phone stands  Notes: Manual measurement, please allow slight errors on size. The color may exist a slight difference due to different screen displays. Not suitable for large devices, over 12.9 inches, it may tilt.",meta_Office_Products,All Electronics,"['Office Products' 'Office & School Supplies'
 'Desk Accessories & Workspace Organizers' 'Platforms, Stands & Shelves'
 'Telephone Stands']",Kathfly,3.8,37.0,9.99,"['What You Will Get: package includes 2 pieces of cute bunny phone stands in 2 colors; Enough quantity to meet your various demands, and you can share them with your friend and family member'
 ""Adorable and Vibrant: the bunny phone holder with adorable appearance and vibrant rabbit ears look delicate and eye catching, will be interesting gifts for Easter, birthday, graduation, housewarming, Mother's Day and more""
 'Sturdy Material: the phone holder for desk adopts aluminum alloy rod, with weighted base and reduced center of gravity design, reliable and strong, not easy to break or deform, will serve you for a long time'
 'Thoughtful Design: the rubber pad of the cute phone stand protect your device from daily scratching and sliding, proper for mobile phone, tablet and more; Note: not suitable for large devices, over 12.9 inches, it may tilt'
 'Height and Angle Adjustable: this bunny phone holder is ergonomically designed; The height can be easily adjusted up to 12.6 inches/ 32 cm, and the angle can be adjusted from 0 to 60 degree, providing you with a comfortable angle of view that helps anchor your posture and reduce strain on your neck and back']","{'Package Dimensions': '7.36 x 4.57 x 3.43 inches', 'Item Weight': '7 ounces', 'Best Sellers Rank': {'Office Products': 51532, 'Telephone Stands': 12}, 'Date First Available': 'May 30, 2023', 'Manufacturer': 'Kathfly', 'Brand': 'Kathfly', 'Color': 'Pink and White', 'Compatible Devices': 'Smartphones, Desktop, Tablets, Camera', 'Mounting Type': 'Tabletop', 'Material': 'Aluminum, Rubber'}","[ 0.02899636 -0.00439867  0.0199837  ... -0.00499336 -0.0205989
  0.03927017]",https://m.media-amazon.com/images/I/61XPt+4qXjL._AC_SL1500_.jpg,176246,./images/0067981.jpg,True
61188,B09PBNDLNC,2023-03-02,Replacement Remote for MARANTZ SR7001 SR7002 SR7400 SR7500 Standard v1,Replacement remote control MARANTZ SR7001 SR7002 SR7400 SR7500 with all functions of original one. It replace each button of original remote control. You will receive it with installed functions of original remote. Just put batteries and it is ready-to-use. 12 months . Compatible models list: MARANTZ SR7001 MARANTZ SR7002 MARANTZ SR7400 MARANTZ SR7500,meta_Electronics,All Electronics,['Electronics' 'Television & Video' 'Accessories' 'Remote Controls'],Generic,4.4,4.0,16.0,"['Direct Replacement for MARANTZ SR7001 SR7002 SR7400 SR7500 remote control'
 'No setup code required' '12 months guarantee']","{'Best Sellers Rank': {'Electronics': 173800, 'Remote Controls': 9802}, 'Date First Available': 'March 2, 2023', 'Manufacturer': 'Generic', 'Brand': 'Generic', 'Special Feature': 'Ergonomic', 'Color': 'Standard v1', 'Connectivity Technology': 'Infrared', 'Controller Type': 'Button Control'}","[-0.02622781  0.02303915 -0.05052446 ... -0.00303708 -0.00220483
 -0.02091713]",https://m.media-amazon.com/images/I/81j4paghkZL._AC_SL1500_.jpg,158590,./images/0061188.jpg,True
